Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZSZ,Service industries,Fluorinated gases,2024.06,134,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2024.09,134,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2024.12,134,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2010.03,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2010.06,29,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2010.09,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2010.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2011.03,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2011.06,29,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2011.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2011.12,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2012.03,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2012.06,29,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2012.09,29,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2012.12,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2013.03,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2013.06,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2013.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2013.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2014.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2014.06,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2014.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2014.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2015.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2015.06,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2015.09,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2015.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2016.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2016.06,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2016.09,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2016.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2017.03,29,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2017.06,29,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2017.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2017.12,32,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2018.03,33,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2018.06,35,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2018.09,35,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2018.12,38,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2019.03,37,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2019.06,36,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2019.09,36,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2019.12,36,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2020.03,34,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2020.06,26,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2020.09,28,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2020.12,30,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2021.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2021.06,33,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2021.09,32,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2021.12,35,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.03,37,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.06,38,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.09,39,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.12,40,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2023.03,39,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2023.06,40,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2023.09,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2023.12,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2024.03,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2024.06,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2024.09,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2024.12,42,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2010.03,11422,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2010.06,8379,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2010.09,8803,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2010.12,10731,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2011.03,11473,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2011.06,8340,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2011.09,8774,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2011.12,10785,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.03,11678,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.06,8379,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.09,8848,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.12,10963,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.03,11623,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.06,8308,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.09,8784,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.12,10993,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.03,11728,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.06,8346,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.09,8859,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.12,11131,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.03,11566,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.06,8248,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.09,8735,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.12,10984,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.03,11388,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.06,8127,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.09,8609,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.12,10811,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.03,11322,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.06,8080,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.09,8559,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.12,10773,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.03,11390,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.06,8109,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.09,8597,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.12,10803,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.03,11866,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.06,8302,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.09,8218,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.12,10580,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.03,11791,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.06,8230,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.09,8214,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.12,10615,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.03,11445,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.06,8063,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.09,8377,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.12,10552,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.03,11331,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.06,7677,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.09,8151,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.12,10999,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.03,10963,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.06,7447,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.09,7903,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.12,10654,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2024.03,10762,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2024.06,7313,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2024.09,7760,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2024.12,10468,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.03,7282,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.06,7318,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.09,7342,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.12,7476,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.03,7110,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.06,6743,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.09,7480,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.12,7484,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.03,7426,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.06,8042,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.09,7632,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.12,7508,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.03,7331,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.06,7881,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.09,7448,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.12,7250,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.03,7330,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.06,7165,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.09,7503,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.12,7948,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.03,7790,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.06,7096,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.09,7452,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.12,7722,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.03,7383,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.06,6893,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.09,7181,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.12,6947,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.03,7048,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.06,7164,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.09,7533,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.12,7900,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.03,7432,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.06,6999,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.09,7469,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.12,8051,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.03,8034,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.06,7265,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.09,7754,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.12,7942,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.03,7417,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.06,5815,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.09,7020,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.12,7045,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.03,7153,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.06,7247,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.09,6224,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.12,6390,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.03,6778,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.06,6371,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.09,5930,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.12,5900,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.03,6214,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.06,5919,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.09,6630,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.12,6597,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2024.03,6486,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2024.06,6548,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2024.09,6507,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2024.12,6000,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.03,20639,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.06,17448,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.09,18029,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.12,20195,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.03,20545,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.06,16865,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.09,18173,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.12,20290,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.03,21118,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.06,18246,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.09,18437,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.12,20527,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.03,20967,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.06,18017,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.09,18203,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.12,20333,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.03,21144,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.06,17419,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.09,18416,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.12,21238,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.03,21450,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.06,17239,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.09,18216,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.12,20842,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.03,20857,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.06,16921,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.09,17829,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.12,19902,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.03,20474,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.06,17165,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.09,18153,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.12,20847,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.03,20974,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.06,17078,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.09,18176,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.12,21073,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.03,22073,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.06,17551,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.09,18093,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.12,20756,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.03,21400,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.06,16043,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.09,17394,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.12,19946,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.03,20797,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.06,17339,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.09,16817,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.12,19181,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.03,20217,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.06,15986,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.09,16184,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.12,19013,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2023.03,19170,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2023.06,15216,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2023.09,16553,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2023.12,19282,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2024.03,19182,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2024.06,15657,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2024.09,16226,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2024.12,18434,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2010.03,240,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2010.06,241,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2010.09,242,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2010.12,243,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2011.03,243,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2011.06,245,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2011.09,248,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2011.12,252,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2012.03,256,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2012.06,260,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2012.09,262,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2012.12,264,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.03,264,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.06,266,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.09,269,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.12,274,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2014.03,278,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2014.06,282,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2014.09,284,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2014.12,284,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2015.03,283,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2015.06,282,Actual,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2015.09,282,Actual,Kilotonnes,Carbon dioxide equivalents
